#, movie, href, total gross, opening, opening daily avg, release date
"117", "Deliver Us from Eva (Focus)", "/statistics/movies/deliver-us-from-eva-2003", "$17,573,755", "$6,648,374", "$2,216,125", "Feb 07, 2003"
"118", "Ghosts of the Abyss (Disney)", "/statistics/movies/ghosts-of-the-abyss-imax-35mm-2003", "$17,040,599", "$1,408,474", "$469,491", "Apr 11, 2003"
"119", "21 Grams (Focus)", "/statistics/movies/21-grams-2003", "$16,290,524", "$274,454", "$91,485", "Nov 21, 2003"
"120", "View from the Top (Miramax)", "/statistics/movies/view-from-the-top-2003", "$15,614,617", "$7,009,513", "$2,336,504", "Mar 21, 2003"
"121", "My Boss's Daughter (Miramax / Dimension)", "/statistics/movies/my-boss-s-daughter-2003", "$15,550,944", "$4,855,798", "$1,618,599", "Aug 22, 2003"
"122", "A Guy Thing (MGM)", "/statistics/movies/a-guy-thing-2003", "$15,545,863", "$8,006,232", "$2,668,744", "Jan 17, 2003"
"123", "In America (Fox Searchlight)", "/statistics/movies/in-america-2003", "$15,539,758", "$205,074", "$68,358", "Nov 26, 2003"
"124", "Wrong Turn (Fox)", "/statistics/movies/wrong-turn-2003", "$15,418,586", "$5,161,627", "$1,720,542", "May 30, 2003"
"125", "Alex & Emma (Warner Bros.)", "/statistics/movies/alex-and-emma-2003", "$14,218,826", "$6,111,293", "$2,037,098", "Jun 20, 2003"
"126", "How to Deal (New Line)", "/statistics/movies/how-to-deal-2003", "$14,195,789", "$5,809,960", "$1,936,653", "Jul 18, 2003"
"127", "House of Sand and Fog (DreamWorks)", "/statistics/movies/house-of-sand-and-fog-2003", "$13,040,738", "$44,835", "$14,945", "Dec 19, 2003"
"128", "Gods and Generals (Warner Bros.)", "/statistics/movies/gods-and-generals-2003", "$12,882,749", "$4,675,427", "$1,558,476", "Feb 10, 2003"
"129", "House of 1,000 Corpses (Lionsgate)", "/statistics/movies/house-of-1-000-corpses-2003", "$12,634,849", "$3,460,666", "$1,153,555", "Apr 11, 2003"
"130", "Confidence (Lionsgate)", "/statistics/movies/confidence-2003", "$12,251,107", "$4,563,588", "$1,521,196", "Apr 25, 2003"
"131", "Winged Migration (Sony Pictures Classics)", "/statistics/movies/winged-migration-2003", "$11,689,498", "$33,128", "$11,043", "Apr 18, 2003"
"132", "Girl with a Pearl Earring (Lions Gate)", "/statistics/movies/girl-with-a-pearl-earring-2003", "$11,670,998", "$89,472", "$29,824", "Dec 12, 2003"
"133", "House of the Dead (Artisan)", "/statistics/movies/house-of-the-dead-2003", "$10,249,072", "$5,683,280", "$1,894,427", "Feb 15, 2003"
"134", "Swimming Pool (Focus)", "/statistics/movies/swimming-pool-2003", "$10,130,439", "$287,296", "$95,765", "Jul 02, 2003"
"135", "La Grande Seduction (Odeon)", "/statistics/movies/la-grande-seduction-2003", "$9,844,849", "$895,699", "$298,566", "Jul 11, 2003"
"136", "Duplex (Miramax)", "/statistics/movies/duplex-2003", "$9,692,775", "$4,617,128", "$1,539,043", "Sep 26, 2003"
"137", "Dark Blue (MGM / United Artists)", "/statistics/movies/dark-blue-2003", "$9,250,669", "$3,880,965", "$1,293,655", "Feb 21, 2003"
"138", "Le Divorce (Fox Searchlight)", "/statistics/movies/le-divorce-2003", "$9,081,888", "$516,519", "$172,173", "Aug 08, 2003"
"139", "Boat Trip (Artisan)", "/statistics/movies/boat-trip-2003", "$8,600,478", "$3,815,075", "$1,271,692", "Mar 21, 2003"
"140", "The Barbarian Invasions (Miramax)", "/statistics/movies/the-barbarian-invasions-2003", "$8,544,657", "$79,650", "$26,550", "Nov 21, 2003"
"141", "The Cooler (Lionsgate)", "/statistics/movies/the-cooler-2003", "$8,291,318", "$128,973", "$42,991", "Nov 26, 2003"
"142", "Dirty Pretty Things (Miramax)", "/statistics/movies/dirty-pretty-things-2003", "$8,112,162", "$100,512", "$33,504", "Jul 18, 2003"
"143", "Tupac: Resurrection (Paramount)", "/statistics/movies/tupac-resurrection-2003", "$7,718,511", "$4,632,955", "$1,544,318", "Nov 14, 2003"
"144", "The Order (Fox)", "/statistics/movies/the-order-2003", "$7,660,156", "$4,440,006", "$1,480,002", "Sep 05, 2003"
"145", "City of God (Miramax)", "/statistics/movies/city-of-god-2003", "$7,564,193", "$114,442", "$38,147", "Jan 17, 2003"
"146", "It Runs in the Family (2003) (MGM)", "/statistics/movies/it-runs-in-the-family-2003", "$7,491,995", "$2,804,188", "$934,729", "Apr 25, 2003"
"147", "Willard (New Line)", "/statistics/movies/willard-2003", "$6,886,080", "$4,010,593", "$1,336,864", "Mar 14, 2003"
"148", "The Young Black Stallion (Disney)", "/statistics/movies/the-young-black-stallion-imax-2003", "$6,751,351", "$629,999", "$210,000", "Dec 25, 2003"
"149", "Mambo Italiano (Canada) (Equinox)", "/statistics/movies/mambo-italiano-canada-2003", "$6,253,516", "$406,651", "$135,550", "Jun 06, 2003"
"150", "Mambo Italiano (IDP)", "/statistics/movies/mambo-italiano-2003", "$6,253,427", "$734,570", "$244,857", "Sep 19, 2003"
"151", "Nowhere in Africa (Zeitgeist)", "/statistics/movies/nowhere-in-africa-2003", "$6,180,228", "$22,070", "$7,357", "Mar 07, 2003"
"152", "Chasing Papi (Fox)", "/statistics/movies/chasing-papi-2003", "$6,130,012", "$2,404,336", "$801,445", "Apr 16, 2003"
"153", "Gigli (Sony / Columbia)", "/statistics/movies/gigli-2003", "$6,087,919", "$3,753,793", "$1,251,264", "Aug 01, 2003"
"154", "American Splendor (Fine Line)", "/statistics/movies/american-splendor-2003", "$6,010,317", "$159,705", "$53,235", "Aug 15, 2003"
"155", "Luther (R.S. Entertainment)", "/statistics/movies/luther-2003", "$5,791,519", "$908,446", "$302,815", "Sep 26, 2003"
"156", "The Station Agent (Miramax)", "/statistics/movies/the-station-agent-2003", "$5,739,437", "$57,785", "$19,262", "Oct 03, 2003"
"157", "Spellbound (2003) (ThinkFilm)", "/statistics/movies/spellbound-2003-2003", "$5,728,580", "$17,508", "$5,836", "Apr 30, 2003"
"158", "The Human Stain (Miramax)", "/statistics/movies/the-human-stain-2003", "$5,381,208", "$1,034,195", "$344,732", "Oct 31, 2003"
"159", "Grind (Warner Bros.)", "/statistics/movies/grind-2003", "$5,123,910", "$2,511,660", "$837,220", "Aug 15, 2003"
