#, movie, href, total gross, opening, opening daily avg, release date
"74", "Freedom Writers (Paramount)", "/statistics/movies/freedom-writers-2007", "$36,605,427", "$9,404,864", "$3,134,955", "Jan 05, 2007"
"75", "Smokin' Aces (Universal)", "/statistics/movies/smokin-aces-2007", "$35,787,618", "$14,637,799", "$4,879,266", "Jan 26, 2007"
"76", "The Messengers (Sony / Screen Gems)", "/statistics/movies/the-messengers-2007", "$35,374,563", "$14,713,163", "$4,904,388", "Feb 02, 2007"
"77", "The Number 23 (New Line)", "/statistics/movies/the-number-23-2007", "$35,193,532", "$14,602,867", "$4,867,622", "Feb 23, 2007"
"78", "Good Luck Chuck (Lionsgate)", "/statistics/movies/good-luck-chuck-2007", "$35,017,477", "$13,652,396", "$4,550,799", "Sep 21, 2007"
"79", "Mr. Bean's Holiday (Universal)", "/statistics/movies/mr-bean-s-holiday-2007", "$33,302,985", "$9,891,298", "$3,297,099", "Aug 24, 2007"
"80", "Breach (Universal)", "/statistics/movies/breach-2007", "$33,231,124", "$10,505,241", "$3,501,747", "Feb 16, 2007"
"81", "Zodiac (Paramount)", "/statistics/movies/zodiac-2007", "$33,080,314", "$13,395,382", "$4,465,127", "Mar 02, 2007"
"82", "Balls of Fury (Rogue)", "/statistics/movies/balls-of-fury-2007", "$32,886,373", "$11,352,123", "$3,784,041", "Aug 29, 2007"
"83", "Mr. Magorium's Wonder Emporium (Fox)", "/statistics/movies/mr-magorium-s-wonder-emporium-2007", "$32,061,184", "$9,630,050", "$3,210,017", "Nov 16, 2007"
"84", "August Rush (Warner Bros.)", "/statistics/movies/august-rush-2007", "$31,664,709", "$9,420,907", "$3,140,302", "Nov 21, 2007"
"85", "Tyler Perry's Daddy's Little Girls (Lionsgate)", "/statistics/movies/tyler-perry-s-daddy-s-little-girls-2007", "$31,366,939", "$11,209,911", "$3,736,637", "Feb 14, 2007"
"86", "The Great Debaters (MGM / Weinstein)", "/statistics/movies/the-great-debaters-2007", "$30,236,253", "$6,005,955", "$2,001,985", "Dec 25, 2007"
"87", "28 Weeks Later (Fox Atomic)", "/statistics/movies/28-weeks-later-2007", "$28,638,573", "$9,807,678", "$3,269,226", "May 11, 2007"
"88", "We Own the Night (Sony / Columbia)", "/statistics/movies/we-own-the-night-2007", "$28,563,865", "$10,826,352", "$3,608,784", "Oct 12, 2007"
"89", "Mr. Brooks (MGM)", "/statistics/movies/mr-brooks-2007", "$28,549,298", "$10,017,165", "$3,339,055", "Jun 01, 2007"
"90", "Hannibal Rising (MGM / Weinstein)", "/statistics/movies/hannibal-rising-2007", "$27,670,670", "$13,050,762", "$4,350,254", "Feb 09, 2007"
"91", "The Nanny Diaries (MGM / Weinstein)", "/statistics/movies/the-nanny-diaries-2007", "$25,930,806", "$7,480,708", "$2,493,569", "Aug 24, 2007"
"92", "Mr. Woodcock (New Line)", "/statistics/movies/mr-woodcock-2007", "$25,799,322", "$8,761,369", "$2,920,456", "Sep 14, 2007"
"93", "Nancy Drew (Warner Bros.)", "/statistics/movies/nancy-drew-2007", "$25,612,764", "$6,830,173", "$2,276,724", "Jun 15, 2007"
"94", "The Mist (MGM / Weinstein)", "/statistics/movies/the-mist-2007", "$25,594,645", "$8,931,701", "$2,977,234", "Nov 21, 2007"
"95", "The Reaping (Warner Bros.)", "/statistics/movies/the-reaping-2007", "$25,126,279", "$10,025,336", "$3,341,779", "Apr 05, 2007"
"96", "Grindhouse (Weinstein / Dimension)", "/statistics/movies/grindhouse-2007", "$25,037,267", "$11,596,352", "$3,865,451", "Apr 06, 2007"
"97", "Sicko (Lionsgate)", "/statistics/movies/sicko-2007", "$24,540,358", "$68,443", "$22,814", "Jun 22, 2007"
"98", "Across the Universe (Sony / Columbia)", "/statistics/movies/across-the-universe-2007", "$24,343,951", "$668,655", "$222,885", "Sep 14, 2007"
"99", "Perfect Stranger (Sony / Columbia)", "/statistics/movies/perfect-stranger-2007", "$23,984,329", "$11,206,384", "$3,735,461", "Apr 13, 2007"
"100", "Sea Monsters: A Prehistoric Adventure (National Geographic)", "/statistics/movies/sea-monsters-a-prehistoric-adventure-imax-2007", "$23,746,066", "$605,722", "$201,907", "Oct 05, 2007"
"101", "Hot Fuzz (Rogue)", "/statistics/movies/hot-fuzz-2007", "$23,637,107", "$5,848,464", "$1,949,488", "Apr 20, 2007"
"102", "WAR (Lionsgate)", "/statistics/movies/war-2007", "$22,486,275", "$9,820,256", "$3,273,419", "Aug 24, 2007"
"103", "The Last Mimzy (New Line)", "/statistics/movies/the-last-mimzy-2007", "$21,471,841", "$10,024,819", "$3,341,606", "Mar 23, 2007"
"104", "Amazing Grace (IDP/Samuel Goldwyn)", "/statistics/movies/amazing-grace-2007", "$21,250,597", "$4,054,542", "$1,351,514", "Feb 23, 2007"
"105", "The Hills Have Eyes II (2007) (Fox Atomic)", "/statistics/movies/the-hills-have-eyes-2-2007", "$20,804,394", "$9,686,216", "$3,228,739", "Mar 23, 2007"
"106", "The Invisible (Disney)", "/statistics/movies/the-invisible-2007", "$20,578,130", "$7,717,314", "$2,572,438", "Apr 27, 2007"
"107", "Reno 911!: Miami (Fox)", "/statistics/movies/reno-911-miami-2007", "$20,342,724", "$10,274,396", "$3,424,799", "Feb 23, 2007"
"108", "Gone Baby Gone (Miramax)", "/statistics/movies/gone-baby-gone-2007", "$20,300,218", "$5,501,406", "$1,833,802", "Oct 19, 2007"
"109", "Reign Over Me (Sony / Columbia)", "/statistics/movies/reign-over-me-2007", "$19,661,092", "$7,460,702", "$2,486,901", "Mar 23, 2007"
"110", "Vacancy (Sony / Screen Gems)", "/statistics/movies/vacancy-2007", "$19,363,523", "$7,603,563", "$2,534,521", "Apr 20, 2007"
"111", "Georgia Rule (Universal)", "/statistics/movies/georgia-rule-2007", "$19,103,369", "$6,773,108", "$2,257,703", "May 11, 2007"
"112", "Waitress (Fox Searchlight)", "/statistics/movies/waitress-2007", "$19,074,723", "$91,889", "$30,630", "May 02, 2007"
"113", "Becoming Jane (Miramax)", "/statistics/movies/becoming-jane-2007", "$18,670,850", "$972,066", "$324,022", "Aug 03, 2007"
"114", "Into the Wild (Paramount Vantage)", "/statistics/movies/into-the-wild-2007", "$18,354,746", "$213,150", "$71,050", "Sep 21, 2007"
"115", "Walk Hard: The Dewey Cox Story (Sony / Columbia)", "/statistics/movies/walk-hard-the-dewey-cox-story-2007", "$18,317,329", "$4,173,273", "$1,391,091", "Dec 21, 2007"
"116", "Next (Paramount)", "/statistics/movies/next-2007", "$18,211,710", "$7,133,010", "$2,377,670", "Apr 27, 2007"
"117", "Hostel Part II (Lionsgate)", "/statistics/movies/hostel-part-ii-2007", "$17,609,967", "$8,204,985", "$2,734,995", "Jun 08, 2007"
"118", "Eastern Promises (Focus)", "/statistics/movies/eastern-promises-2007", "$17,266,918", "$547,357", "$182,452", "Sep 14, 2007"
"119", "Dead Silence (Universal)", "/statistics/movies/dead-silence-2007", "$16,809,204", "$7,842,140", "$2,614,047", "Mar 16, 2007"
"120", "The Hitcher (2007) (Rogue)", "/statistics/movies/the-hitcher-2007-2007", "$16,472,662", "$7,818,239", "$2,606,080", "Jan 19, 2007"
"121", "Elizabeth: The Golden Age (Universal)", "/statistics/movies/elizabeth-the-golden-age-2007", "$16,383,938", "$6,154,397", "$2,051,466", "Oct 12, 2007"
"122", "The Kite Runner (Paramount Vantage)", "/statistics/movies/the-kite-runner-2007", "$15,800,588", "$472,932", "$157,644", "Dec 14, 2007"
"123", "Happily N'Ever After (Lionsgate)", "/statistics/movies/happily-n-ever-after-2007", "$15,589,592", "$6,607,907", "$2,202,636", "Jan 05, 2007"
"124", "Catch and Release (Sony / Columbia)", "/statistics/movies/catch-and-release-2007", "$15,539,275", "$7,658,705", "$2,552,902", "Jan 26, 2007"
"125", "Alpha Dog (Universal)", "/statistics/movies/alpha-dog-2007", "$15,309,048", "$6,412,055", "$2,137,352", "Jan 12, 2007"
"126", "The Invasion (Warner Bros.)", "/statistics/movies/the-invasion-2007", "$15,074,964", "$5,953,253", "$1,984,418", "Aug 17, 2007"
"127", "Lions for Lambs (MGM / United Artists)", "/statistics/movies/lions-for-lambs-2007", "$15,002,155", "$6,703,194", "$2,234,398", "Nov 09, 2007"
"128", "The Nightmare Before Christmas in Disney Digital 3-D (2007 re-issue) (Disney)", "/statistics/movies/tim-burton-s-the-nightmare-before-christmas-in-disney-digital-3-d-2007-re-issue-2007", "$14,486,269", "$5,329,996", "$1,776,665", "Oct 19, 2007"
"129", "Awake (MGM / Weinstein)", "/statistics/movies/awake-2007", "$14,377,449", "$5,855,980", "$1,951,993", "Nov 30, 2007"
"130", "Hot Rod (Paramount)", "/statistics/movies/hot-rod-2007", "$13,938,591", "$5,309,674", "$1,769,891", "Aug 03, 2007"
"131", "Firehouse Dog (Fox)", "/statistics/movies/firehouse-dog-2007", "$13,932,242", "$3,840,272", "$1,280,091", "Apr 04, 2007"
"132", "The Namesake (Fox Searchlight)", "/statistics/movies/the-namesake-2007", "$13,569,470", "$248,239", "$82,746", "Mar 09, 2007"
"133", "The Comebacks (Fox Atomic)", "/statistics/movies/the-comebacks-2007", "$13,349,114", "$5,555,610", "$1,851,870", "Oct 19, 2007"
"134", "Daddy Day Camp (Sony / TriStar)", "/statistics/movies/daddy-day-camp-2007", "$13,235,045", "$3,402,684", "$1,134,228", "Aug 08, 2007"
"135", "Shoot 'Em Up (New Line)", "/statistics/movies/shoot-em-up-2007", "$12,807,672", "$5,716,554", "$1,905,518", "Sep 07, 2007"
"136", "I Think I Love My Wife (Fox Searchlight)", "/statistics/movies/i-think-i-love-my-wife-2007", "$12,550,255", "$5,674,808", "$1,891,603", "Mar 16, 2007"
"137", "Evening (Focus)", "/statistics/movies/evening-2007", "$12,492,179", "$3,501,971", "$1,167,324", "Jun 29, 2007"
"138", "The Darjeeling Limited (Fox Searchlight)", "/statistics/movies/the-darjeeling-limited-2007", "$11,902,261", "$134,939", "$44,980", "Sep 29, 2007"
"139", "Sydney White (Universal)", "/statistics/movies/sydney-white-2007", "$11,892,814", "$5,195,313", "$1,731,771", "Sep 21, 2007"
"140", "The Lives of Others (Sony Pictures Classics)", "/statistics/movies/the-lives-of-others-2007", "$11,286,321", "$213,589", "$71,196", "Feb 09, 2007"
"141", "In the Land of Women (Warner Bros.)", "/statistics/movies/in-the-land-of-women-2007", "$11,052,773", "$4,713,162", "$1,571,054", "Apr 20, 2007"
"142", "The Astronaut Farmer (Warner Bros.)", "/statistics/movies/the-astronaut-farmer-2007", "$11,003,967", "$4,454,928", "$1,484,976", "Feb 23, 2007"
"143", "Dragon Wars: D-War (Freestyle)", "/statistics/movies/dragon-wars-2007", "$10,977,948", "$5,041,239", "$1,680,413", "Sep 14, 2007"
"144", "Primeval (Disney)", "/statistics/movies/primeval-2007", "$10,597,440", "$6,047,661", "$2,015,887", "Jan 12, 2007"
"145", "La Vie en Rose (Picturehouse)", "/statistics/movies/la-vie-en-rose-2007", "$10,301,030", "$179,439", "$59,813", "Jun 08, 2007"
"146", "Pathfinder (Fox)", "/statistics/movies/pathfinder-legend-of-the-ghost-warrior-2007", "$10,232,551", "$5,000,601", "$1,666,867", "Apr 13, 2007"
"147", "BRATZ (Lionsgate)", "/statistics/movies/bratz-2007", "$10,010,448", "$4,209,753", "$1,403,251", "Aug 03, 2007"
"148", "Rendition (New Line)", "/statistics/movies/rendition-2007", "$9,736,556", "$4,060,012", "$1,353,337", "Oct 19, 2007"
"149", "Death Sentence (Fox)", "/statistics/movies/death-sentence-2007", "$9,534,111", "$4,230,862", "$1,410,287", "Aug 31, 2007"
"150", "Once (Fox Searchlight)", "/statistics/movies/once-2007", "$9,439,195", "$60,921", "$20,307", "May 16, 2007"
"151", "Black Snake Moan (Paramount Vantage)", "/statistics/movies/black-snake-moan-2007", "$9,396,344", "$4,143,093", "$1,381,031", "Mar 02, 2007"
"152", "A Mighty Heart (Paramount Vantage)", "/statistics/movies/a-mighty-heart-2007", "$9,176,225", "$3,949,795", "$1,316,598", "Jun 22, 2007"
"153", "The Seeker: The Dark Is Rising (Fox)", "/statistics/movies/the-seeker-the-dark-is-rising-2007", "$8,794,160", "$3,744,118", "$1,248,039", "Oct 05, 2007"
"154", "Death at a Funeral (2007) (MGM)", "/statistics/movies/death-at-a-funeral-2007-2007", "$8,580,379", "$1,282,614", "$427,538", "Aug 17, 2007"
"155", "Code Name: The Cleaner (New Line)", "/statistics/movies/code-name-the-cleaner-2007", "$8,135,523", "$4,244,142", "$1,414,714", "Jan 05, 2007"
"156", "Delta Farce (Lionsgate)", "/statistics/movies/delta-farce-2007", "$8,130,791", "$3,420,489", "$1,140,163", "May 11, 2007"
"157", "Bella (Roadside)", "/statistics/movies/bella-2007", "$8,070,904", "$1,327,738", "$442,579", "Oct 26, 2007"
"158", "El Cantante (Picturehouse)", "/statistics/movies/el-cantante-2007", "$7,556,044", "$3,201,906", "$1,067,302", "Aug 03, 2007"
"159", "Martian Child (New Line)", "/statistics/movies/martian-child-2007", "$7,500,805", "$3,376,669", "$1,125,556", "Nov 02, 2007"
"160", "I Know Who Killed Me (Sony / Columbia)", "/statistics/movies/i-know-who-killed-me-2007", "$7,498,134", "$3,506,567", "$1,168,856", "Jul 27, 2007"
"161", "The Condemned (2007) (Lionsgate)", "/statistics/movies/the-condemned-2007", "$7,371,723", "$3,806,991", "$1,268,997", "Apr 27, 2007"
"162", "The Hoax (Miramax)", "/statistics/movies/the-hoax-2007", "$7,164,108", "$1,449,320", "$483,107", "Apr 06, 2007"
"163", "The Orphanage (Picturehouse)", "/statistics/movies/the-orphanage-2007", "$7,161,264", "$233,448", "$77,816", "Dec 28, 2007"
"164", "Before the Devil Knows You're Dead (ThinkFilm)", "/statistics/movies/before-the-devil-knows-you-re-dead-2007", "$7,084,175", "$73,837", "$24,612", "Oct 26, 2007"
"165", "Pride (2007) (Lionsgate)", "/statistics/movies/pride-2007", "$7,057,075", "$3,533,081", "$1,177,694", "Mar 23, 2007"
"166", "Bug (2007) (Lionsgate)", "/statistics/movies/bug-2007", "$7,025,683", "$3,246,929", "$1,082,310", "May 25, 2007"
"167", "Redline (2007) (Chicago Pictures)", "/statistics/movies/redline-2007", "$6,881,530", "$3,962,661", "$1,320,887", "Apr 13, 2007"
"168", "In the Valley of Elah (Warner Independent)", "/statistics/movies/in-the-valley-of-elah-2007", "$6,777,351", "$132,938", "$44,313", "Sep 14, 2007"
"169", "The Savages (Fox Searchlight)", "/statistics/movies/the-savages-2007", "$6,623,783", "$152,181", "$50,727", "Nov 28, 2007"
"170", "The Diving Bell and the Butterfly (Miramax)", "/statistics/movies/the-diving-bell-and-the-butterfly-2007", "$6,003,404", "$75,721", "$25,240", "Nov 30, 2007"
"171", "Lars and the Real Girl (MGM)", "/statistics/movies/lars-and-the-real-girl-2007", "$5,972,682", "$89,426", "$29,809", "Oct 12, 2007"
"172", "The Last Legion (The Weinstein Company)", "/statistics/movies/the-last-legion-2007", "$5,933,390", "$2,747,301", "$915,767", "Aug 17, 2007"
"173", "Feel the Noise (Sony / TriStar)", "/statistics/movies/feel-the-noise-2007", "$5,898,889", "$3,187,564", "$1,062,521", "Oct 05, 2007"
"174", "The Perfect Holiday (Yari Film Group)", "/statistics/movies/the-perfect-holiday-2007", "$5,812,235", "$2,283,374", "$761,125", "Dec 12, 2007"
"175", "Lucky You (Warner Bros.)", "/statistics/movies/lucky-you-2007", "$5,758,349", "$2,710,057", "$903,352", "May 04, 2007"
"176", "Who's Your Caddy? (MGM / Weinstein)", "/statistics/movies/who-s-your-caddy-2007", "$5,713,794", "$2,758,030", "$919,343", "Jul 27, 2007"
"177", "Aqua Teen Hunger Force Colon Movie Film for Theaters (First Look)", "/statistics/movies/aqua-teen-hunger-force-colon-movie-film-for-theaters-2007", "$5,520,182", "$3,005,175", "$1,001,725", "Apr 13, 2007"
"178", "Rescue Dawn (MGM)", "/statistics/movies/rescue-dawn-2007", "$5,490,924", "$110,906", "$36,969", "Jul 04, 2007"
